Country,Bachelor Program,Year,Semester,Subject,Unit Name,Topic,Subtopic,Learning Outcome
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Understand consumer/producer models
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Understand market structures
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Understand public goods/externalities
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Understand behavioral vs standard models
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Understand trade and labor markets
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Apply supply-demand analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Perform marginal analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Classify costs
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Analyze market structures
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Identify public goods/externalities
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Perform basic fundamental market analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,Wages & labor markets,Communicate findings effectively
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Understand consumer/producer models
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Understand market structures
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Understand public goods/externalities
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Understand behavioral vs standard models
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Understand trade and labor markets
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Apply supply-demand analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Perform marginal analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Classify costs
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Analyze market structures
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Identify public goods/externalities
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Perform basic fundamental market analysis
,,1,1,Economics,Økonomi og marked (Microeconomics),Microeconomic theory and market analysis,International trade,Communicate findings effectively
